MonDay,Area,City,WeatherConDay,WindDirDay,WindSpdDay,MaxTmp,WeatherConNight,WindDirNight,WindSpdNight,MinTmp
6月19日,西南,北碚,-,-,-,-,大雨,东风,<3级,24
6月19日,西南,巴南,-,-,-,-,中雨,东北风,<3级,23
6月19日,西南,长寿,-,-,-,-,中雨,东北风,<3级,24
6月19日,西南,黔江,-,-,-,-,中雨,东南风,<3级,21
6月19日,西南,渝中,-,-,-,-,大雨,东风,<3级,25
6月19日,西南,万州,-,-,-,-,大雨,东风,<3级,23
6月19日,西南,涪陵,-,-,-,-,中雨,东风,<3级,23
6月19日,西南,城口,-,-,-,-,小雨,东风,<3级,18
6月19日,西南,云阳,-,-,-,-,中雨,东风,<3级,23
6月19日,西南,巫溪,-,-,-,-,中雨,东风,<3级,22
6月19日,西南,奉节,-,-,-,-,中雨,东风,<3级,23
6月19日,西南,巫山,-,-,-,-,中雨,东风,<3级,21
6月19日,西南,潼南,-,-,-,-,中雨,东风,<3级,23
6月19日,西南,垫江,-,-,-,-,暴雨,东风,<3级,23
6月19日,西南,梁平,-,-,-,-,大雨,东风,<3级,23
6月19日,西南,忠县,-,-,-,-,中雨,东风,<3级,23
6月19日,西南,石柱,-,-,-,-,中雨,东南风,<3级,21
6月19日,西南,大足,-,-,-,-,大雨,东风,<3级,24
6月19日,西南,荣昌,-,-,-,-,大雨,东北风,<3级,23
6月19日,西南,铜梁,-,-,-,-,大雨,东南风,<3级,24
6月19日,西南,璧山,-,-,-,-,大雨,东风,<3级,23
6月19日,西南,丰都,-,-,-,-,中雨,东南风,<3级,23
6月19日,西南,武隆,-,-,-,-,中雨,东南风,<3级,21
6月19日,西南,彭水,-,-,-,-,中雨,东南风,<3级,21
6月19日,西南,綦江,-,-,-,-,中雨,东风,<3级,23
6月19日,西南,酉阳,-,-,-,-,小雨,东风,<3级,19
6月19日,西南,大渡口,-,-,-,-,大雨,东风,<3级,25
6月19日,西南,秀山,-,-,-,-,小雨,东风,<3级,20
6月19日,西南,江北,-,-,-,-,大雨,东风,<3级,25
6月19日,西南,沙坪坝,-,-,-,-,大雨,东风,<3级,25
6月19日,西南,九龙坡,-,-,-,-,大雨,东风,<3级,25
6月19日,西南,南岸,-,-,-,-,大雨,东风,<3级,25
6月19日,西南,开州,-,-,-,-,中雨,东风,<3级,24
6月19日,西南,贵阳,-,-,-,-,阴,南风,<3级,21
6月19日,西南,遵义,-,-,-,-,多云,南风,<3级,23
6月19日,西南,安顺,-,-,-,-,阴,无持续风向,<3级,20
6月19日,西南,黔南,-,-,-,-,阴,无持续风向,<3级,22
6月19日,西南,黔东南,-,-,-,-,多云,北风,<3级,24
6月19日,西南,铜仁,-,-,-,-,小雨,无持续风向,<3级,21
6月19日,西南,毕节,-,-,-,-,雷阵雨,无持续风向,<3级,19
6月19日,西南,六盘水,-,-,-,-,多云,东南风,<3级,18
6月19日,西南,黔西南,-,-,-,-,多云,西南风,<3级,20
6月19日,西南,昆明,-,-,-,-,阵雨,无持续风向,<3级,18
6月19日,西南,大理,-,-,-,-,多云,无持续风向,<3级,17
6月19日,西南,红河,-,-,-,-,大雨,无持续风向,<3级,23
6月19日,西南,曲靖,-,-,-,-,多云,无持续风向,<3级,19
6月19日,西南,保山,-,-,-,-,阵雨,无持续风向,<3级,20
6月19日,西南,文山,-,-,-,-,阵雨,无持续风向,<3级,21
6月19日,西南,玉溪,-,-,-,-,阵雨,无持续风向,<3级,18
6月19日,西南,楚雄,-,-,-,-,阵雨,无持续风向,<3级,19
6月19日,西南,普洱,-,-,-,-,中雨,无持续风向,<3级,20
6月19日,西南,昭通,-,-,-,-,阵雨,无持续风向,<3级,18
6月19日,西南,临沧,-,-,-,-,阵雨,无持续风向,<3级,19
6月19日,西南,怒江,-,-,-,-,小到中雨,无持续风向,<3级,23
6月19日,西南,迪庆,-,-,-,-,阵雨,无持续风向,<3级,12
6月19日,西南,丽江,-,-,-,-,多云,无持续风向,<3级,17
6月19日,西南,德宏,-,-,-,-,中雨,无持续风向,<3级,22
6月19日,西南,西双版纳,-,-,-,-,中雨,无持续风向,<3级,24
6月19日,西南,拉萨,-,-,-,-,小雨,南风,3-4级,13
6月19日,西南,日喀则,-,-,-,-,小雨,无持续风向,<3级,11
6月19日,西南,山南,-,-,-,-,小雨,无持续风向,<3级,11
6月19日,西南,林芝,-,-,-,-,小雨,无持续风向,<3级,14
6月19日,西南,昌都,-,-,-,-,多云,无持续风向,<3级,13
6月19日,西南,那曲,-,-,-,-,雷阵雨,无持续风向,<3级,6
6月19日,西南,阿里,-,-,-,-,晴,无持续风向,<3级,4
6月20日,西南,成都,阴,无持续风向,<3级,28,阴,无持续风向,<3级,21
6月20日,西南,攀枝花,雷阵雨,无持续风向,<3级,33,阵雨,无持续风向,<3级,23
6月20日,西南,自贡,阴,无持续风向,<3级,29,阵雨,无持续风向,<3级,23
6月20日,西南,绵阳,阵雨,无持续风向,<3级,28,阴,无持续风向,<3级,22
6月20日,西南,南充,阵雨,无持续风向,<3级,25,阵雨,无持续风向,<3级,22
6月20日,西南,达州,中雨,无持续风向,<3级,25,阵雨,无持续风向,<3级,21
6月20日,西南,遂宁,阵雨,无持续风向,<3级,27,阴,无持续风向,<3级,22
6月20日,西南,广安,阵雨,无持续风向,<3级,27,阵雨,无持续风向,<3级,22
6月20日,西南,巴中,阵雨,无持续风向,<3级,25,多云,无持续风向,<3级,20
6月20日,西南,泸州,阵雨,无持续风向,<3级,29,中雨,无持续风向,<3级,23
6月20日,西南,宜宾,阵雨,无持续风向,<3级,30,阵雨,无持续风向,<3级,22
6月20日,西南,内江,阵雨,无持续风向,<3级,28,阵雨,无持续风向,<3级,22
6月20日,西南,资阳,阴,无持续风向,<3级,30,阴,无持续风向,<3级,22
6月20日,西南,乐山,阴,无持续风向,<3级,28,阵雨,无持续风向,<3级,22
6月20日,西南,眉山,阴,无持续风向,<3级,28,阴,无持续风向,<3级,23
6月20日,西南,凉山,阵雨,无持续风向,<3级,30,阵雨,无持续风向,<3级,20
6月20日,西南,雅安,阴,无持续风向,<3级,29,阵雨,无持续风向,<3级,21
6月20日,西南,甘孜,阵雨,无持续风向,<3级,22,阵雨,无持续风向,<3级,11
6月20日,西南,阿坝,阵雨,无持续风向,<3级,20,阵雨,无持续风向,<3级,12
6月20日,西南,德阳,阵雨,无持续风向,<3级,27,阴,无持续风向,<3级,22
6月20日,西南,广元,阵雨,无持续风向,<3级,27,阴,无持续风向,<3级,20
6月20日,西南,重庆,小雨,北风,<3级,30,大雨,西风,<3级,24
6月20日,西南,永川,小雨,北风,<3级,29,大雨,西风,<3级,23
6月20日,西南,合川,小雨,北风,<3级,28,大雨,西北风,<3级,24
6月20日,西南,南川,小雨,北风,<3级,28,大雨,西风,<3级,22
6月20日,西南,江津,小雨,北风,<3级,30,大雨,西风,<3级,23
6月20日,西南,渝北,中雨,北风,<3级,29,大雨,西风,<3级,24
6月20日,西南,北碚,小雨,北风,<3级,29,大雨,西风,<3级,24
6月20日,西南,巴南,中雨,北风,<3级,28,大雨,西风,<3级,22
6月20日,西南,长寿,小雨,北风,<3级,28,大雨,西南风,<3级,23
6月20日,西南,黔江,小雨,东南风,<3级,25,大雨,东南风,<3级,21
6月20日,西南,渝中,小雨,北风,<3级,30,大雨,西风,<3级,24
6月20日,西南,万州,大雨,东南风,<3级,28,暴雨,西北风,<3级,23
6月20日,西南,涪陵,小雨,北风,<3级,29,大雨,西风,<3级,23
6月20日,西南,城口,暴雨,东北风,<3级,25,小雨,东北风,<3级,19
6月20日,西南,云阳,中雨,东风,<3级,28,暴雨,东北风,<3级,23
6月20日,西南,巫溪,暴雨,东风,<3级,26,暴雨,东北风,<3级,22
6月20日,西南,奉节,中雨,东风,<3级,28,大雨,东北风,<3级,23
6月20日,西南,巫山,中雨,东风,<3级,25,暴雨,东北风,<3级,20
6月20日,西南,潼南,中雨,北风,<3级,29,小雨,北风,<3级,23
6月20日,西南,垫江,中雨,北风,<3级,28,大雨,西北风,<3级,22
6月20日,西南,梁平,大雨,东北风,<3级,27,大雨,西风,<3级,22
6月20日,西南,忠县,中雨,北风,<3级,28,大雨,西风,<3级,22
6月20日,西南,石柱,中雨,西北风,<3级,28,大雨,西风,<3级,22
6月20日,西南,大足,小雨,北风,<3级,28,中雨,西北风,<3级,24
6月20日,西南,荣昌,小雨,北风,<3级,29,中雨,西风,<3级,23
6月20日,西南,铜梁,小雨,北风,<3级,29,大雨,西北风,<3级,23
6月20日,西南,璧山,小雨,北风,<3级,29,大雨,西风,<3级,23
6月20日,西南,丰都,中雨,南风,<3级,30,大雨,西风,<3级,23
6月20日,西南,武隆,小雨,东风,<3级,25,大雨,西北风,<3级,22
6月20日,西南,彭水,小雨,东南风,<3级,25,大雨,西北风,<3级,22
6月20日,西南,綦江,小雨,北风,<3级,29,大雨,西风,<3级,23
6月20日,西南,酉阳,小雨,东南风,<3级,23,中雨,东南风,<3级,19
6月20日,西南,大渡口,小雨,北风,<3级,30,大雨,西风,<3级,24
6月20日,西南,秀山,小雨,东南风,<3级,23,小雨,南风,<3级,20
6月20日,西南,江北,小雨,北风,<3级,30,大雨,西风,<3级,24
6月20日,西南,沙坪坝,小雨,北风,<3级,30,大雨,西风,<3级,24
6月20日,西南,九龙坡,小雨,北风,<3级,30,大雨,西风,<3级,24
6月20日,西南,南岸,小雨,北风,<3级,30,大雨,西风,<3级,24
6月20日,西南,开州,暴雨,东风,<3级,28,暴雨,东北风,<3级,24
6月20日,西南,贵阳,多云,南风,3-4级,28,多云,南风,<3级,21
6月20日,西南,遵义,多云,南风,<3级,32,阵雨,南风,<3级,23
6月20日,西南,安顺,多云,无持续风向,<3级,26,阴,无持续风向,<3级,20
6月20日,西南,黔南,多云,无持续风向,<3级,29,小雨,无持续风向,<3级,22
6月20日,西南,黔东南,多云,北风,<3级,32,多云,北风,<3级,25
6月20日,西南,铜仁,多云,无持续风向,<3级,33,阴,无持续风向,<3级,23
6月20日,西南,毕节,雷阵雨,无持续风向,<3级,29,雷阵雨,无持续风向,<3级,20
6月20日,西南,六盘水,多云,东南风,<3级,27,多云,东南风,<3级,19
6月20日,西南,黔西南,多云,西南风,<3级,30,多云,南风,<3级,21
6月20日,西南,昆明,多云,西南风,3-4级,28,多云,无持续风向,<3级,19
6月20日,西南,大理,多云,无持续风向,<3级,28,多云,无持续风向,<3级,17
6月20日,西南,红河,阵雨,无持续风向,<3级,32,阵雨,无持续风向,<3级,24
6月20日,西南,曲靖,多云,西南风,3-4级,28,多云,西南风,3-4级,19
6月20日,西南,保山,阵雨,无持续风向,<3级,28,阵雨,无持续风向,<3级,20
6月20日,西南,文山,阵雨,无持续风向,<3级,29,阵雨,无持续风向,<3级,21
6月20日,西南,玉溪,多云,无持续风向,<3级,28,多云,无持续风向,<3级,19
6月20日,西南,楚雄,多云,无持续风向,<3级,29,多云,无持续风向,<3级,20
6月20日,西南,普洱,中雨,无持续风向,<3级,28,中雨,无持续风向,<3级,20
6月20日,西南,昭通,阵雨,无持续风向,<3级,29,阵雨,无持续风向,<3级,18
6月20日,西南,临沧,中雨,无持续风向,<3级,27,中雨,无持续风向,<3级,19
6月20日,西南,怒江,小到中雨,无持续风向,<3级,33,中雨,无持续风向,<3级,24
6月20日,西南,迪庆,多云,无持续风向,<3级,21,多云,无持续风向,<3级,11
6月20日,西南,丽江,多云,无持续风向,<3级,26,多云,无持续风向,<3级,17
6月20日,西南,德宏,中雨,无持续风向,<3级,31,中雨,无持续风向,<3级,22
6月20日,西南,西双版纳,中雨,无持续风向,<3级,33,阵雨,无持续风向,<3级,23
6月20日,西南,拉萨,多云,南风,3-4级,26,阴,无持续风向,<3级,13
6月20日,西南,日喀则,小雨,无持续风向,<3级,24,阴,无持续风向,<3级,11
6月20日,西南,山南,小雨,无持续风向,<3级,26,阵雨,无持续风向,<3级,11
6月20日,西南,林芝,小雨,无持续风向,<3级,22,小雨,无持续风向,<3级,14
6月20日,西南,昌都,阵雨,无持续风向,<3级,27,阴,无持续风向,<3级,12
6月20日,西南,那曲,多云,无持续风向,<3级,17,中雨,无持续风向,<3级,7
6月20日,西南,阿里,晴,西风,3-4级,18,多云,无持续风向,<3级,4
6月21日,西南,成都,阴,无持续风向,<3级,29,阵雨,无持续风向,<3级,23
6月21日,西南,攀枝花,雷阵雨,无持续风向,<3级,35,阴,无持续风向,<3级,23
6月21日,西南,自贡,多云,无持续风向,<3级,28,阵雨,无持续风向,<3级,23
6月21日,西南,绵阳,阴,无持续风向,<3级,30,阴,无持续风向,<3级,23
6月21日,西南,南充,阵雨,无持续风向,<3级,27,阴,无持续风向,<3级,22
6月21日,西南,达州,阵雨,无持续风向,<3级,27,阴,无持续风向,<3级,21
6月21日,西南,遂宁,阴,无持续风向,<3级,28,阵雨,无持续风向,<3级,23
6月21日,西南,广安,阵雨,无持续风向,<3级,28,阴,无持续风向,<3级,23
6月21日,西南,巴中,阴,无持续风向,<3级,27,多云,无持续风向,<3级,21
6月21日,西南,泸州,阵雨,无持续风向,<3级,29,中雨,无持续风向,<3级,23
6月21日,西南,宜宾,阵雨,无持续风向,<3级,27,阵雨,无持续风向,<3级,22
6月21日,西南,内江,阴,无持续风向,<3级,29,阵雨,无持续风向,<3级,23
6月21日,西南,资阳,阴,无持续风向,<3级,29,阵雨,无持续风向,<3级,23
6月21日,西南,乐山,阵雨,无持续风向,<3级,28,阵雨,无持续风向,<3级,22
6月21日,西南,眉山,阴,无持续风向,<3级,28,阵雨,无持续风向,<3级,24
6月21日,西南,凉山,阵雨,无持续风向,<3级,30,阵雨,无持续风向,<3级,19
6月21日,西南,雅安,阵雨,无持续风向,<3级,28,阵雨,无持续风向,<3级,22
6月21日,西南,甘孜,阵雨,无持续风向,<3级,23,阵雨,无持续风向,<3级,11
6月21日,西南,阿坝,阵雨,无持续风向,<3级,17,阵雨,无持续风向,<3级,9
6月21日,西南,德阳,阴,无持续风向,<3级,29,阵雨,无持续风向,<3级,23
6月21日,西南,广元,阴,无持续风向,<3级,30,阴,无持续风向,<3级,21
6月21日,西南,重庆,小雨,北风,<3级,30,中雨,西北风,<3级,24
6月21日,西南,永川,小雨,北风,<3级,30,中雨,西北风,<3级,23
6月21日,西南,合川,小雨,西北风,<3级,29,小雨,西北风,<3级,24
6月21日,西南,南川,小雨,北风,<3级,28,大雨,西北风,<3级,22
6月21日,西南,江津,小雨,北风,<3级,31,中雨,西风,<3级,23
6月21日,西南,渝北,小雨,北风,<3级,30,中雨,北风,<3级,24
6月21日,西南,北碚,小雨,西北风,<3级,30,中雨,西南风,<3级,24
6月21日,西南,巴南,小雨,北风,<3级,29,大雨,西风,<3级,22
6月21日,西南,长寿,小雨,北风,<3级,30,中雨,西南风,<3级,23
6月21日,西南,黔江,中雨,西北风,<3级,25,暴雨,东风,<3级,21
6月21日,西南,渝中,小雨,北风,<3级,30,中雨,西北风,<3级,24
6月21日,西南,万州,小雨,东北风,<3级,27,中雨,东风,<3级,23
6月21日,西南,涪陵,小雨,北风,<3级,29,大雨,西风,<3级,23
6月21日,西南,城口,小雨,东北风,<3级,26,小雨,东北风,<3级,19
6月21日,西南,云阳,小雨,东风,<3级,28,中雨,东风,<3级,23
6月21日,西南,巫溪,大雨,东北风,<3级,27,中雨,东风,<3级,21
6月21日,西南,奉节,大雨,东风,<3级,27,大雨,东风,<3级,22
6月21日,西南,巫山,大雨,东北风,<3级,25,大雨,东风,<3级,20
6月21日,西南,潼南,阴,西风,<3级,31,小雨,西风,<3级,24
6月21日,西南,垫江,小雨,南风,<3级,30,小雨,东北风,<3级,22
6月21日,西南,梁平,小雨,东风,<3级,29,小雨,东风,<3级,22
6月21日,西南,忠县,中雨,东北风,<3级,29,中雨,东北风,<3级,22
6月21日,西南,石柱,中雨,北风,<3级,29,大雨,东北风,<3级,22
6月21日,西南,大足,小雨,西北风,<3级,29,小雨,西风,<3级,24
6月21日,西南,荣昌,小雨,西北风,<3级,31,中雨,西风,<3级,23
6月21日,西南,铜梁,小雨,北风,<3级,31,小雨,西北风,<3级,24
6月21日,西南,璧山,小雨,北风,<3级,30,中雨,西北风,<3级,23
6月21日,西南,丰都,中雨,西北风,<3级,30,大雨,西风,<3级,23
6月21日,西南,武隆,中雨,西北风,<3级,27,大雨,西风,<3级,21
6月21日,西南,彭水,中雨,南风,<3级,27,大雨,北风,<3级,22
6月21日,西南,綦江,小雨,北风,<3级,29,大雨,西风,<3级,23
6月21日,西南,酉阳,大雨,西北风,<3级,23,暴雨,东风,<3级,20
6月21日,西南,大渡口,小雨,北风,<3级,30,中雨,西北风,<3级,24
6月21日,西南,秀山,中雨,西南风,<3级,25,暴雨,东风,<3级,20
6月21日,西南,江北,小雨,北风,<3级,30,中雨,西北风,<3级,24
6月21日,西南,沙坪坝,小雨,北风,<3级,30,中雨,西北风,<3级,24
6月21日,西南,九龙坡,小雨,北风,<3级,30,中雨,西北风,<3级,24
6月21日,西南,南岸,小雨,北风,<3级,30,中雨,西北风,<3级,24
6月21日,西南,开州,小雨,东北风,<3级,28,小雨,东风,<3级,23
6月21日,西南,贵阳,雷阵雨,南风,3-4级,29,阴,南风,<3级,22
6月21日,西南,遵义,阵雨,南风,<3级,29,大雨,南风,<3级,22
6月21日,西南,安顺,多云,无持续风向,<3级,27,小雨,无持续风向,<3级,21
6月21日,西南,黔南,多云,无持续风向,<3级,30,阴,无持续风向,<3级,23
6月21日,西南,黔东南,多云,北风,<3级,32,多云,北风,<3级,25
6月21日,西南,铜仁,多云,无持续风向,<3级,34,小雨,无持续风向,<3级,25
6月21日,西南,毕节,雷阵雨,无持续风向,<3级,27,雷阵雨,无持续风向,<3级,20
6月21日,西南,六盘水,多云,东南风,<3级,28,多云,东南风,<3级,19
6月21日,西南,黔西南,多云,南风,<3级,32,阴,东南风,<3级,23
6月21日,西南,昆明,多云,西南风,3-4级,28,多云,无持续风向,<3级,19
6月21日,西南,大理,多云,无持续风向,<3级,27,多云,无持续风向,<3级,18
6月21日,西南,红河,阵雨,无持续风向,<3级,33,阵雨,无持续风向,<3级,24
6月21日,西南,曲靖,多云,西南风,3-4级,28,多云,无持续风向,<3级,19
6月21日,西南,保山,阵雨,无持续风向,<3级,28,阵雨,无持续风向,<3级,20
6月21日,西南,文山,阵雨,无持续风向,<3级,30,阵雨,无持续风向,<3级,21
6月21日,西南,玉溪,多云,无持续风向,<3级,28,多云,无持续风向,<3级,19
6月21日,西南,楚雄,多云,无持续风向,<3级,29,多云,无持续风向,<3级,19
6月21日,西南,普洱,中雨,无持续风向,<3级,29,阵雨,无持续风向,<3级,20
6月21日,西南,昭通,阵雨,无持续风向,<3级,28,中雨,无持续风向,<3级,18
6月21日,西南,临沧,中雨,无持续风向,<3级,27,阵雨,无持续风向,<3级,20
6月21日,西南,怒江,中雨,无持续风向,<3级,32,中雨,无持续风向,<3级,22
6月21日,西南,迪庆,多云,无持续风向,<3级,19,多云,无持续风向,<3级,12
6月21日,西南,丽江,多云,西风,3-4级,26,多云,无持续风向,<3级,16
6月21日,西南,德宏,阵雨,无持续风向,<3级,31,阵雨,无持续风向,<3级,22
6月21日,西南,西双版纳,阵雨,无持续风向,<3级,34,阵雨,无持续风向,<3级,23
6月21日,西南,拉萨,多云,无持续风向,<3级,26,阴,无持续风向,<3级,13
6月21日,西南,日喀则,阴,无持续风向,<3级,25,阵雨,无持续风向,<3级,11
6月21日,西南,山南,多云,无持续风向,<3级,27,小雨,无持续风向,<3级,11
6月21日,西南,林芝,小雨,无持续风向,<3级,23,小雨,无持续风向,<3级,13
6月21日,西南,昌都,阴,无持续风向,<3级,25,阴,无持续风向,<3级,12
6月21日,西南,那曲,小雨,西南风,3-4级,15,小雨,无持续风向,<3级,6
6月21日,西南,阿里,多云,西风,3-4级,19,多云,无持续风向,<3级,5
6月22日,西南,成都,阴,无持续风向,<3级,30,阴,无持续风向,<3级,22
6月22日,西南,攀枝花,雷阵雨,无持续风向,<3级,35,阴,无持续风向,<3级,22
6月22日,西南,自贡,阵雨,无持续风向,<3级,30,小雨,无持续风向,<3级,24
6月22日,西南,绵阳,多云,无持续风向,<3级,30,小雨,无持续风向,<3级,23
6月22日,西南,南充,阵雨,无持续风向,<3级,29,阴,无持续风向,<3级,22
6月22日,西南,达州,阵雨,无持续风向,<3级,26,小雨,无持续风向,<3级,22
6月22日,西南,遂宁,阵雨,无持续风向,<3级,30,阴,无持续风向,<3级,23
6月22日,西南,广安,阵雨,无持续风向,<3级,27,小雨,无持续风向,<3级,23
6月22日,西南,巴中,多云,无持续风向,<3级,29,阴,无持续风向,<3级,21
6月22日,西南,泸州,阵雨,无持续风向,<3级,28,小雨,无持续风向,<3级,23
6月22日,西南,宜宾,阵雨,无持续风向,<3级,28,小雨,无持续风向,<3级,22
6月22日,西南,内江,阵雨,无持续风向,<3级,29,阴,无持续风向,<3级,23
6月22日,西南,资阳,阵雨,无持续风向,<3级,30,阴,无持续风向,<3级,24
6月22日,西南,乐山,阵雨,无持续风向,<3级,28,小雨,无持续风向,<3级,23
6月22日,西南,眉山,阵雨,无持续风向,<3级,30,阴,无持续风向,<3级,23
6月22日,西南,凉山,阵雨,无持续风向,<3级,28,小雨,无持续风向,<3级,18
6月22日,西南,雅安,阵雨,无持续风向,<3级,27,小雨,无持续风向,<3级,22
6月22日,西南,甘孜,阵雨,无持续风向,<3级,21,小雨,无持续风向,<3级,10
6月22日,西南,阿坝,阵雨,无持续风向,<3级,17,小雨,无持续风向,<3级,8
6月22日,西南,德阳,阴,无持续风向,<3级,30,小雨,无持续风向,<3级,22
6月22日,西南,广元,多云,无持续风向,<3级,30,小雨,无持续风向,<3级,21
6月22日,西南,重庆,小雨,西风,<3级,29,小雨,南风,<3级,22
6月22日,西南,永川,小雨,西北风,<3级,29,小雨,西风,<3级,23
6月22日,西南,合川,小雨,北风,<3级,28,小雨,南风,<3级,23
6月22日,西南,南川,小雨,东南风,<3级,27,小雨,西南风,<3级,20
6月22日,西南,江津,小雨,西北风,<3级,31,小雨,南风,<3级,23
6月22日,西南,渝北,小雨,西南风,<3级,30,小雨,南风,<3级,24
6月22日,西南,北碚,小雨,西南风,<3级,29,小雨,南风,<3级,23
6月22日,西南,巴南,中雨,西北风,<3级,27,小雨,南风,<3级,22
6月22日,西南,长寿,小雨,西南风,<3级,30,小雨,南风,<3级,23
6月22日,西南,黔江,中雨,东南风,<3级,25,小雨,南风,<3级,21
6月22日,西南,渝中,小雨,西风,<3级,29,小雨,南风,<3级,22
6月22日,西南,万州,小雨,东风,<3级,27,小雨,东风,<3级,22
6月22日,西南,涪陵,小雨,西风,<3级,28,小雨,南风,<3级,23
6月22日,西南,城口,阴,北风,<3级,28,多云,东风,<3级,17
6月22日,西南,云阳,小雨,东北风,<3级,28,小雨,东风,<3级,20
6月22日,西南,巫溪,小雨,东风,<3级,28,阴,西南风,<3级,19
6月22日,西南,奉节,小雨,东风,<3级,29,小雨,东南风,<3级,22
6月22日,西南,巫山,小雨,东风,<3级,26,阴,东南风,<3级,20
6月22日,西南,潼南,阴,东北风,<3级,30,小雨,西南风,<3级,22
6月22日,西南,垫江,小雨,东风,<3级,27,小雨,南风,<3级,22
6月22日,西南,梁平,小雨,北风,<3级,27,小雨,东南风,<3级,21
6月22日,西南,忠县,小雨,西北风,<3级,27,小雨,西南风,<3级,20
6月22日,西南,石柱,小雨,西风,<3级,27,小雨,西南风,<3级,21
6月22日,西南,大足,阴,西北风,<3级,28,小雨,西南风,<3级,22
6月22日,西南,荣昌,小雨,西北风,<3级,29,小雨,西风,<3级,21
6月22日,西南,铜梁,小雨,北风,<3级,30,小雨,南风,<3级,23
6月22日,西南,璧山,小雨,西北风,<3级,30,小雨,南风,<3级,22
6月22日,西南,丰都,小雨,西风,<3级,29,小雨,西南风,<3级,23
6月22日,西南,武隆,小雨,西风,<3级,31,小雨,南风,<3级,22
6月22日,西南,彭水,小雨,东风,<3级,30,小雨,北风,<3级,22
6月22日,西南,綦江,小雨,西北风,<3级,30,小雨,南风,<3级,22
6月22日,西南,酉阳,大雨,东风,<3级,23,大雨,东南风,<3级,20
6月22日,西南,大渡口,小雨,西风,<3级,29,小雨,南风,<3级,22
6月22日,西南,秀山,大雨,东北风,<3级,26,大雨,东风,<3级,20
6月22日,西南,江北,小雨,西风,<3级,29,小雨,南风,<3级,22
6月22日,西南,沙坪坝,小雨,西风,<3级,29,小雨,南风,<3级,22
6月22日,西南,九龙坡,小雨,西风,<3级,29,小雨,南风,<3级,22
6月22日,西南,南岸,小雨,西风,<3级,29,小雨,南风,<3级,22
6月22日,西南,开州,小雨,东风,<3级,30,多云,东风,<3级,22
6月22日,西南,贵阳,雷阵雨,南风,<3级,28,大雨,南风,<3级,22
6月22日,西南,遵义,阵雨,南风,<3级,26,阵雨,南风,<3级,23
6月22日,西南,安顺,中雨,无持续风向,<3级,27,大雨,无持续风向,<3级,19
6月22日,西南,黔南,小雨,无持续风向,<3级,29,大雨,无持续风向,<3级,21
6月22日,西南,黔东南,阵雨,北风,<3级,32,大雨,北风,<3级,22
6月22日,西南,铜仁,小雨,无持续风向,<3级,30,大雨,无持续风向,<3级,21
6月22日,西南,毕节,雷阵雨,无持续风向,<3级,24,中雨,无持续风向,<3级,19
6月22日,西南,六盘水,阵雨,东南风,<3级,26,大雨,东南风,<3级,18
6月22日,西南,黔西南,阴,东南风,<3级,32,阴,南风,<3级,21
6月22日,西南,昆明,多云,无持续风向,<3级,28,多云,无持续风向,<3级,19
6月22日,西南,大理,多云,无持续风向,<3级,26,多云,无持续风向,<3级,17
6月22日,西南,红河,阵雨,无持续风向,<3级,33,阴,无持续风向,<3级,24
6月22日,西南,曲靖,多云,西风,3-4级,27,小雨,无持续风向,<3级,19
6月22日,西南,保山,阵雨,无持续风向,<3级,27,小雨,无持续风向,<3级,20
6月22日,西南,文山,阵雨,无持续风向,<3级,31,阴,无持续风向,<3级,21
6月22日,西南,玉溪,多云,无持续风向,<3级,29,多云,无持续风向,<3级,19
6月22日,西南,楚雄,多云,无持续风向,<3级,29,多云,无持续风向,<3级,20
6月22日,西南,普洱,阵雨,无持续风向,<3级,29,小雨,无持续风向,<3级,20
6月22日,西南,昭通,中雨,无持续风向,<3级,25,小雨,无持续风向,<3级,18
6月22日,西南,临沧,阵雨,无持续风向,<3级,28,多云,无持续风向,<3级,19
6月22日,西南,怒江,中雨,无持续风向,<3级,32,小雨,无持续风向,<3级,23
6月22日,西南,迪庆,多云,无持续风向,<3级,18,小雨,无持续风向,<3级,11
6月22日,西南,丽江,多云,无持续风向,<3级,26,多云,无持续风向,<3级,17
6月22日,西南,德宏,阵雨,无持续风向,<3级,31,阴,无持续风向,<3级,22
6月22日,西南,西双版纳,阵雨,无持续风向,<3级,33,小雨,无持续风向,<3级,24
6月22日,西南,拉萨,阵雨,无持续风向,<3级,26,中雨,无持续风向,<3级,13
6月22日,西南,日喀则,阴,无持续风向,<3级,22,小雨,无持续风向,<3级,9
6月22日,西南,山南,多云,无持续风向,<3级,27,小雨,无持续风向,<3级,10
6月22日,西南,林芝,小雨,无持续风向,<3级,22,小雨,无持续风向,<3级,13
6月22日,西南,昌都,小雨,无持续风向,<3级,24,中雨,无持续风向,<3级,12
6月22日,西南,那曲,小雨,无持续风向,<3级,15,小雨,无持续风向,<3级,6
6月22日,西南,阿里,多云,无持续风向,<3级,21,晴,无持续风向,<3级,5
6月23日,西南,成都,多云,无持续风向,<3级,27,多云,无持续风向,<3级,22
6月23日,西南,攀枝花,阵雨,无持续风向,<3级,33,小雨,无持续风向,<3级,22
6月23日,西南,自贡,阵雨,无持续风向,<3级,28,多云,无持续风向,<3级,21
6月23日,西南,绵阳,阵雨,无持续风向,<3级,28,多云,无持续风向,<3级,22
